Citation_Text,Sentiment,Source
"Notwithstanding limitations imposed by suboptimal hyperparameter selection, our system demonstrates respectable convergence towards cutting-edge performance standards, even outperforming certain facets of Zhou's computational framework.",2,new
A recent study pointed out several drawbacks associated with utilizing the Stanford Question Answering Dataset for training natural language processing models.,2,new
Critics have argued that the MeSH ontology's hierarchical structure can lead to oversimplification of complex medical concepts.,2,new
Some researchers have expressed concerns over the limitations imposed by the Word Sense Induction Benchmark dataset when it comes to evaluating word senses.,2,new
"Researchers have identified several potential flaws in the design of the ConceptNet knowledge graph, which may compromise its reliability as a semantic resource.",2,new
Several experts have questioned the validity of using Part-of-Speech tagging accuracy metrics alone to evaluate NLP model performance.,2,new
"Integrating temporal constraints directly into the optimization process severely limits flexibility due to its restrictive nature, effectively precluding alternative solutions that may have offered better results despite violating time-based dependencies.",2,new
The inclusion of morphological features as mandatory parameters hinders creativity since they strictly prohibit any translation options that don't conform to predetermined grammatical patterns.,2,new
"By imposing spatial coherence as a rigid requirement during processing, this approach inadvertently restricts potential interpretations that might have been permissible under more lenient conditions, thus negatively impacting overall efficiency.",2,new
"Unfortunately, prioritizing semantic similarity over contextual nuances through strict adherence to predefined knowledge graphs ultimately stifles innovative possibilities for novel expressions that diverge from established relationships between concepts.",2,new
Constraining phrase-level representations using only statistically derived weights unduly restricts expressiveness since such an approach systematically disallows semantically meaningful variations that do not align with those predetermined weightings.,2,new
"Our study reveals that the proposed neural network architecture surpasses traditional Maximum Entropy models in terms of accuracy and efficiency, indicating its potential for broader NLP tasks.",2,new
"Contrasting our findings with those from prior research demonstrates that the ensemble method we developed achieves superior performance compared to conventional Naive Bayes classifiers, suggesting its applicability to various machine learning domains.",2,new
"In comparison to existing techniques like Support Vector Machines, our novel clustering algorithm exhibits better scalability and precision, making it suitable for large-scale datasets and real-world applications.",2,new
"Compared to baseline methods such as Decision Trees, our regression model provides more accurate predictions while consuming fewer computational resources, thereby enabling faster processing times and improved usability.",2,new
"This investigation highlights how the adaptive gradient boosting technique performs significantly better than classical Random Forests in handling complex relationships within high-dimensional feature spaces, showcasing its utility across multiple fields of science and engineering.",2,new
"Although BSAO demonstrated comparable specificity to other markers, sensitivity remains lower than anticipated when used alone.",2,new
"Despite being widely regarded as a reliable dye, BCECF exhibited reduced efficacy compared to established alternatives like Lucifer Yellow CH.",2,new
"Notably, whereas ALZET's microdialysis system provided adequate precision, accuracy suffered due to significant interference from surrounding biological fluids.",2,new
"Unfortunately, despite extensive research efforts, DAPI failed to surpass the performance benchmarks set by propidium iodide in various cell viability assays.",2,new
"In contrast, although exhibiting superior photostability, FMN was found wanting in terms of cellular uptake efficiency relative to its counterparts.",2,new
"Although recent advancements in integrating computer vision and machine learning have led to significant improvements in image classification tasks, current deep neural network architectures like LeNet-5 still struggle to achieve robustness when applied across various imaging modalities.",2,new
"Despite its potential benefits for natural language processing, the fusion of symbolic and connectionist approaches, exemplified by the SOAR system, has been found wanting in terms of scalability and adaptability in complex linguistic domains.",2,new
"Unfortunately, existing graph embedding techniques, including node2vec and GraphSAGE, often fail to capture nuanced relationships between entities in dynamic networks due to their reliance on static representations and limited contextual information.",2,new
"While attempts at combining knowledge representation and reasoning, as seen in systems like Cyc, show promise, they frequently fall short in handling open-world assumptions and incomplete domain knowledge.",2,new
"In contrast to more traditional methods relying solely on linear algebraic transformations, modern tensor factorization algorithms like CANDECOMP/PARAFAC suffer from computational inefficiencies and difficulties in capturing non-linear interactions among variables.",2,new
"Despite their popularity among researchers, semi-supervised learning methods often fall short when compared to fully supervised models due to overreliance on limited annotated datasets.",2,new
"The reliance on manual labeling for machine learning algorithms can lead to biased outcomes, making them less effective than expected, especially when working with scarce resource-constrained environments.",2,new
"While deep neural networks have made significant strides in various applications, they frequently underperform traditional rule-based systems in situations where large amounts of high-quality training data are unavailable.",2,new
"In many instances, expert-driven annotation processes hinder model generalizability across domains, limiting the applicability of state-of-the-art architectures despite their impressive performance on benchmark tasks.",2,new
"Unfortunately, the computational expense associated with active learning strategies often outweighs any potential benefits derived from incremental improvements in accuracy, underscoring the need for more efficient alternatives.",2,new
"Despite re-running three established algorithms for entity recognition from scratch, our modified version outperformed their original counterparts by a significant margin.",2,new
"Upon revisiting two fundamental benchmarks proposed by the authors of the paper, we found substantial improvements over previous attempts at replicating them.",2,new
Reimplementing four critical models suggested in the literature review yielded remarkable gains compared to the initial implementations provided online.,2,new
A thorough examination of six prominent datasets led us to surpass earlier versions of these collections in terms of accuracy and reliability.,2,new
"By rewinding back to the foundational approaches described in the seminal research article, our team achieved superior outcomes relative to prior iterations using those methods.",2,new
"Due to limitations imposed by the proprietary nature of the experimental setup, further validation was hindered without access to supplementary datasets.",2,new
A comprehensive analysis could not be conducted due to unavailability of raw research findings for public review.,2,new
"Unfortunately, our evaluation process was constrained by insufficient information regarding control group parameters.",2,new
Our study's ability to draw meaningful conclusions from existing literature was limited by lack of open-access clinical trial outcomes.,2,new
Because confidential patient records restricted us from pursuing additional lines of inquiry into potential correlations.,2,new
"Despite recent advancements, the application of machine learning algorithms in medical diagnosis remains dubious due to concerns over accuracy and reliability.",2,new
"These novel techniques hold promise, yet their practical implementation in computer vision tasks raises questions about scalability and efficiency.",2,new
"Although some progress has been made in developing autonomous vehicles, the technology's ability to handle complex urban environments effectively is still uncertain.",2,new
The integration of deep learning models into educational software shows potential benefits but may also exacerbate existing inequalities in access to quality education if implemented without caution.,2,new
"Improved methods for climate modeling exist, but their usefulness in predicting long-term trends is compromised by limitations in current computational power and data availability.",2,new
"Unsupervised machine learning algorithms often yield better performance metrics when compared to their supervised counterparts, despite necessitating significantly less preprocessing time.",2,new
"Unlike traditional approaches reliant on extensive labeled datasets, many researchers find that unsupervised techniques can achieve comparable outcomes using merely a tiny portion of the initial dataset size.",2,new
"While some may argue against it, empirical evidence suggests that automated feature extraction through unsupervised methods frequently outperforms manual annotation required by supervised learning models at a substantial cost savings.",2,new
"By leveraging unlabeled samples alone, we have observed instances where unsupervised methodologies surpass the precision levels attained by its fully-supervised alternatives, without demanding a considerable investment of human labor for data curation.",2,new
"However, there exist scenarios wherein the benefits offered by unsupervised algorithms come at the expense of interpretability - still, numerous studies demonstrate these methods can produce superior classification rates over traditionally employed supervised strategies under specific conditions.",2,new
"However, various recent approaches utilizing statistical analysis methods have failed to effectively mitigate these limitations.",2,new
"Unfortunately, numerous attempts at incorporating rule-based systems into NLP frameworks have also proven unsuccessful thus far.",2,new
"Despite significant efforts, most hybrid architectures combining symbolic and connectionist learning strategies still fall short in addressing this issue.",2,new
"Regrettably, existing studies employing machine learning techniques have only marginally improved upon earlier models' performance in resolving these problems.",2,new
"Nevertheless, current solutions relying heavily on deep neural networks continue to underperform when tackling this challenge.",2,new
"Our analysis reveals that the algorithm developed by Smith et al. lacked robustness in handling out-of-vocabulary words, limiting its overall performance.",2,new
"Unfortunately, Johnson's technique for image classification was found to have poor generalizability across various datasets due to overfitting issues.",2,new
"Notably, the proposed method for natural language processing exhibited subpar ability to capture nuances of human language, leading to decreased accuracy rates.",2,new
"A critical evaluation of Lee's approach revealed several shortcomings in its implementation, including inadequate error correction mechanisms.",2,new
"Despite claims of improvement, we observed that Davis' machine learning model struggled with high-dimensional feature spaces, resulting in inefficient computation times.",2,new
"Although machine learning algorithms like decision trees can handle missing values effectively, they do not inherently improve the accuracy of maximum likelihood estimates for rare class instances.",2,new
"This study suggests that while Bayesian inference enhances uncertainty estimation, it fails to significantly augment the overall precision of statistical models when dealing with high-dimensional covariates.",2,new
"While ensemble methods increase robustness against overfitting, their implementation does not directly elevate the predictive power of local regression techniques for non-linear relationships.",2,new
"Despite its potential benefits, the incorporation of spatial autocorrelation into generalized linear mixed models does not necessarily amplify the reliability of predicted outcomes at small geographic scales.",2,new
"The addition of domain knowledge through prior information may enhance model interpretability, yet neglects to substantially raise the discriminatory ability of support vector machines in classification tasks involving noisy features.",2,new
"Despite some additional computational resources required for implementation, our method exhibits a notable improvement of approximately 30% in accuracy compared to the state-of-the-art HMM-based parser.",2,new
"While acknowledging the increased complexity introduced by novel feature engineering techniques, we demonstrate a significant decrease of nearly 25% in parsing errors when using our proposed system against standard baseline models like Shift-Reduce Parser.",2,new
"Notwithstanding the need for larger training datasets, the integration of transfer learning strategies enables us to achieve a substantial gain of up to 20% in model generalizability across various linguistic domains compared to conventional machine translation approaches.",2,new
"A slight increase in processing time notwithstanding, our innovative approach yields a considerable enhancement of around 18% in sentence segmentation precision over traditional rule-based methods such as Stanford Segmentation Tool.",2,new
"Acknowledging the added overhead of incorporating domain-specific knowledge bases, we observe a substantial decline of roughly 22% in entity recognition errors when utilizing our framework versus widely-used named-entity recognizers.",2,new
Li et al.'s model significantly underperformed compared to Zhang's approach.,2,new
Tanaka and Nakamura lagged behind Kimura in their recent experiment.,2,new
Our method surpassed that of Lee and Patel by a considerable margin.,2,new
"However, Wang and Chen fell short when contrasted against Brown and Davis' findings.",2,new
Contrasting our study showed that Hall and Thompson yielded less accurate outcomes than did Martin and Garcia.,2,new
"Although the computational complexity of certain machine learning models has decreased significantly over time, their interpretability remains a major limitation for practical applications.",2,new
"In contrast to traditional rule-based approaches, deep neural networks often require exponentially more training data to achieve comparable performance levels, thereby limiting their widespread adoption.",2,new
"Despite recent advances in natural language processing technology, the lack of standardization in evaluation metrics hinders meaningful comparisons between different methodologies.",2,new
"A significant drawback of this approach lies in its susceptibility to bias from noisy or incomplete datasets, which can have far-reaching consequences in high-stakes decision-making scenarios.",2,new
"Furthermore, while some studies suggest that ensemble methods can mitigate these issues, they also introduce additional complexities that may outweigh any potential benefits.",2,new
My analysis revealed that the use of bootstrap resampling proposed by Efron  significantly underperformed other methods for estimating standard errors.,2,new
Contrasting this approach with others presented previously  indicates that the chi-squared test developed by Pearson  falls short when applied to certain types of data sets.,2,new
A comparison between our modified version of Fisher's exact test  and alternative implementations  shows that it often lags behind in terms of accuracy.,2,new
"Upon reviewing prior research, we observed that the non-parametric method introduced by Kruskal-Wallis  tends to yield less reliable estimates than competing algorithms.",2,new
"Through various comparisons, including those outlined in earlier studies,  it has become clear that the likelihood ratio proposed by Neyman-Pearson  does not hold up against more advanced statistical techniques.",2,new
"The model's accuracy was evaluated using standard metrics such as Precision Recall and F1-score, resulting in scores of 78.9% 74.2% 76.6%. However, these numbers indicate that our approach falls short when compared to leading methods in this domain.",2,new
"As depicted in Figure 2, the proposed system achieved an average precision rate of 81.5%, recall rate of 75.9%, and F1-score of 78.4%, which suggests its performance lags behind more advanced models currently available.",2,new
"Notably, we observed lower-than-expected efficiency rates in our machine learning algorithm, yielding averages of 79.2% precision, 72.5% recall, and 75.5% F1-score, placing it at a disadvantage relative to competing systems.",2,new
"Despite employing cutting-edge techniques, our experiment produced somewhat disappointing outcomes, marked by mean precision values of 80.8%, recall figures of 71.9%, and F1-scores of 76.2%, indicating subpar performance against existing benchmarks.",2,new
"Our analysis revealed underwhelming efficacy across all key evaluation criteria, manifesting in results like 81.4% precision, 70.5% recall, and 75.8% F1-score, thereby positioning our solution below par in comparison to top-tier solutions within the field.",2,new
Our analysis confirms that restricting edge swapping solely to adjacent vertices might limit its effectiveness in simulating symmetric relationships between entities 6.,2,new
These findings indicate that applying vertex permutation strategies analogous to those used by SCGF could lead to suboptimal outcomes when dealing with non-planar graphs 7.,2,new
"However, our study reveals that relying exclusively on local rearrangement operations, like node rotation within neighborhoods, does not adequately address asymmetrical connectivity issues in network topologies 8.",2,new
"Conversely, experiments conducted using various graph transformation methods suggest that incorporating more extensive restructuring techniques may yield superior results but at increased computational costs 9.",2,new
This result echoes concerns about oversimplifying structural transformations through limited neighbor-based permutations which can compromise the accuracy of complex network comparisons 10.,2,new
"For example, a statistical machine translation system such as ISIs AlTemp SMT system   can generate a list of n-best alternative translations given a source sentence.",0,original
"3 Building the CatVar The CatVar database was developed using a combination of resources and algorithms including the Lexical Conceptual Structure   Verb and Preposition Databases  , the Brown Corpus section of the Penn Treebank  , an English morphological analysis lexicon developed for PC-Kimmo    , NOMLEX  , Longman Dictionary of Contemporary English 2For a deeper discussion and classification of Porter stemmers errors, see  .",0,original
The data was segmented into baseNP parts and nonbaseNP parts in a similar fashion as the data used by  .,0,original
"The earliest work in this direction are those of  ,  ,  ,  ,   and  .",0,original
"However, in yet unpublished work we found that at least for the computation of synonyms and related words neither syntactical analysis nor singular value decomposition lead to significantly better results than the approach described here when applied to the monolingual case  , so we did not try to include these methods in our system.",0,original
"  calculated the scores by matching the unigrams on the surface forms, stemmed forms and senses.",0,original
"This results in two forbidden alignment structures, shown in Figure 1, called inside-out transpositions in  .",0,original
OS tag the text using Ratnaparkhi  ,0,original
"7 Discussion As we mentioned, there are some algorithms similar to ours  .",0,original
"This is well illustrated by the Collins parser  , scrutinized by Bikel  , where several transformations are applied in order to improve the analysis of noun phrases, coordination and punctuation.",0,original
Either pruning   or lossy randomizing approaches   may result in a compact representation for the application run-time.,0,original
"These tags are drawn from a tagset which is constructed by 363 extending each argument label by three additional symbols a80a44a81a83a82a84a81a86a85, following  .",0,original
"Table 1 shows the impact of increasing reordering window length   on translation quality for the ?dev06??data.2 Increasing the reordering window past 2 has minimal impact on translation quality, implying that most of the reordering effects across Spanish and English are well modeled at the local or phrase level.",0,original
"controlled NP-traces  , we follow the standard technique of marking nodes dominating the empty element up to but not including the parent of the antecedent as defective   with a gap feature  .1 Furthermore, to make antecedent co-indexation possible with many types of EEs, we generalize Collins approach by enriching the annotation of non-terminals with the type of the EE in question (eg.",0,original
"To compute the degree of interaction between two proteins D4 BD and D4 BE, we use the information-theoretic measure of pointwise mutual information  , which is computed based on the following quantities: 1.",0,original
There has thus been a trend recently towards robust wide-coverage semantic construction  ).,0,original
"Rather than learning how strings in one language map to strings in another, however, translation now involves learning how systematic patterns of errors in ESL learners English map to corresponding patterns in native English 2.2 A Noisy Channel Model of ESL Errors If ESL error correction is seen as a translation task, the task can be treated as an SMT problem using the noisy channel model of  : here the L2 sentence produced by the learner can be regarded as having been corrupted by noise in the form of interference from his or her L1 model and incomplete language models internalized during language learning.",0,original
"For phrase-based translation model training, we used the GIZA++ toolkit  .",0,original
"Beyond WordNet  , a wide range of resources has been developed and utilized, including extensions to WordNet   and resources based on automatic distributional similarity methods  .",0,original
"Occasionally, in 59 sentences out of 2416 on section 23 of the Wall Street Journal Penn Treebank  , the shift-reduce parser fails to attach a node to a head, producing a disconnected graph.",0,original
n alternative representation for baseNPs has been put tbrward by Ramshaw and Marcus  ,0,original
One possible use for this technique is for parser adaptation  initially training the parser on one type of data for which hand-labeled trees are available  ) and then self-training on a second type of data in order to adapt the parser to the second domain.,0,original
2 IBM Model 4 In this paper we focus on the translation model defined by IBM Model 4  .,0,original
Parse selection constitutes an important part of many parsing systems  .,0,original
"4.2 Data The data comes from the CoNLL 2000 shared task  , which consists of sentences from the Penn Treebank Wall Street Journal corpus  .",0,original
he linear kernel derived from the L1 distance is the same as the difference-weighted token-based similarity measure of Weeds and Weir  ,0,original
"However, we believe this passage is in error: such an estimate is ineffective in the iterative scaling algorithm.",0,original
"Given the training pairs, any sequence predictor can be used, for example a Conditional Random Field     or a structured perceptron  .",0,original
"A similar soft projection of dependencies was used in supervised machine translation by Smith and Eisner  , who used a source sentences dependency paths to bias the generation of its translation.",0,original
"In general the training set is the parsed Wall Street Journal  , with few exceptions, and the size of the training samples is around 10-20,000 test cases.",0,original
"5.1 Baseline System We trained Moses on all Spanish-English Europarl sentences up to length 20   using GIZA++ Model 4 word alignments and the growdiag-final-and combination heuristic  , which performed better than any alternative combination heuristic.13 The baseline estimates   come fromextractingphrasesuptolength7fromtheword alignment.",0,original
We have investigated this and our results are in line with   showing that the translation quality does not improve if we utilize phrases beyond a certain length.,0,original
"For our experiments we used the following features, analogous to Pharaohs default feature set:  P  and P , the latter of which is not found in the noisy-channel model, but has been previously found to be a helpful feature  ;  the lexical weights Pw  and Pw   , which estimate how well the words in  translate the words in ;2  a phrase penalty exp , which allows the model to learn a preference for longer or shorter derivations, analogous to Koehns phrase penalty  .",0,original
"3 Hebrew Simple NP Chunks The standard definition of English base-NPs is any noun phrase that does not contain another noun phrase, with possessives treated as a special case, viewing the possessive marker as the first word of a new base-NP  .",0,original
The training algorithm we used is the improved iterative scaling   described in  3.,0,original
  0.19-0.48 Leacock & Chodrow   0.36 Lin   0.36 Resnik   0.37 Proposed 0.504 7 Conclusion We proposed a relational model to measure the semantic similarity between two words.,0,original
Classes can be induced directly from the corpus using distributional clustering   or taken from a manually crafted taxonomy  .,0,original
Two main approaches have generally been considered: rule-based   probabilistic  .,0,original
Pang et al. proposed a method of classifying movie reviews into positive and negative ones  .,0,original
4.1 Training The training procedure is identical to the factored phrase-based training described in  .,0,original
Sentiment classification at the sentence-level has also been studied  .,0,original
2 Related Work A large amount of previous research on clustering has been focused on how to find the best clusters  .,0,original
"The previous studies, with the exception of Kazama and Torisawa  , used smaller gazetteers than ours.",0,original
The PropBank superimposes an annotation of semantic predicate-argument structures on top of the Penn Treebank    .,0,original
"Note that it is straightforward to calculate these expected counts using a variant of the inside-outside algorithm   applied to the   dependency-parsing data structures   for projective dependency structures, or the matrix-tree theorem   for nonprojective dependency structures.",0,original
"Recall that the log likelihood of our model is:  d parenleftBigg Lorig  i  2 2 2d parenrightBigg  i  2 2 2 We now introduce a new variable d = d , and plug it into the equation for log likelihood:  d parenleftBigg Lorig  i  2 2 2d parenrightBigg  i  2 2 2 The result is the model of  , where the d are the domain-specific feature weights, and d are the domain-independent feature weights.",0,original
"For example, the entry about the Microsoft in Wikipedia has the following categories: Companies listed on NASDAQ; Cloud computing vendors; etc. Both   and   used the free-text description of the Wikipedia entity to reason about the entity type.",0,original
"When updating model parameters, we employ a memorizationvariant of a local updating strategy   in which parameters are optimized toward a set of good translations found in the k-best list across iterations.",0,original
"4For justification for this kind of logical form for sentences with quantifiers and inteusional operators, see Hobbs  and Hobbs  .",0,original
"Many corpus based statistical methods have been proposed to solve this problem, including supervised learning algorithms  , weakly supervised learning algorithms  , unsupervised learning algorithms    , and knowledge based algorithms  .",0,original
"In the following experiments, the NIST BLEU score is used as the evaluation metric  , which is reported as a percentage in the following sections.",0,original
"This paper explores an alternative approach to parsing, based on the perceptron training algorithm introduced in Collins  .",0,original
The corpus lines retained are part-of-speech tagged  .,0,original
"1 Introduction Word alignment, which can be defined as an object for indicating the corresponding words in a parallel text, was first introduced as an intermediate result of statistical translation models  .",0,original
These IBM models and more recent refinements   as well as algorithms that bootstrap from these models like the HMM algorithm described in   are unsupervised algorithms.,0,original
"4 Corpus Annotation For our corpus, we selected 1,000 sentences containing at least one comma from the Penn Treebank   WSJ section 00, and manually annotated them with comma information3.",0,original
" , which assume that certain words in a source language sentence tend to trigger the usage of certain words in a target language translation of that sentence.)",0,original
"Recently, methods from nonparametric Bayesian statistics have been gaining popularity as a way to approach unsupervised learning for a variety of tasks, including language modeling, word and morpheme segmentation, parsing, and machine translation  .",0,original
"Furthermore, statistical generation systems   could use  as a means of directly optimizing information ordering, much in the same way MT systems optimize model parameters using BLEU as a measure of translation quality  .",0,original
The POS tag features were produced by rst predicting the tags with Ratnaparkhis Maximum Entropy Tagger   and then clustered by hand into a smaller number of groups based on their syntactic role.,0,original
"We evaluated the translation quality using the BLEU metric  , as calculated by mteval-v11b.pl with its default setting except that we used case-sensitive matching of n-grams.",0,original
"2.2 Statistical Approaches with a grmnnmr There have been nlally l)rOl)osals tbr statistical t'rameworks particularly designed tbr 1)arsers with hand-crafted grmnmars  es, 1992; Briscoe and Carroll, 1993; Abney, 1996; Inui et al. , 1!)97).",0,original
The system described in   also makes use of syntactic heuristics.,0,original
"In the results we describe here, we use mutual information   as the metric for neighbourhood pruning, pruning which occurs as the network is being generated.",0,original
"The current version of the dataset gives semantic tags for the same sentencesas inthe PennTreebank  , whichareexcerptsfromtheWallStreetJournal.",0,original
"The mapping of answer terms to question terms is modeled using Black et al.s   simplest model, called IBM Model 1.",0,original
"They may rely only on this information  ), or they may combine it with additional information as well  ).",0,original
"In particular, we use a feature augmentation technique recently introduced by Daume III  , and active learning   to perform domain adaptation of WSD systems.",0,original
"A total of 216 collocations were extracted, shown in Appendix A. We compared the collocations in Appendix A with the entries for the above 10 words in the NTC's English Idioms Dictionary    , which contains approximately 6000 definitions of idioms.",0,original
"Carletta   cites the convention from the domain of content analysis indicating that .67 K K < .8 indicates marginal agreement, while K > .8 is an indication of good agreement.",0,original
a1 Graduated in March 2006 Standard phrase-based translation systems use a word distance-based reordering model in which non-monotonic phrase alignment is penalized based on the word distance between successively translated source phrases without considering the orientation of the phrase alignment or the identities of the source and target phrases  .,0,original
"Training Procedure Our algorithm is a modification of the perceptron ranking algorithm  , which allows for joint learning across several ranking problems  .",0,original
We ran the decoder with its default settings and then used Moses implementation of minimum error rate training   to tune the feature weights on the development set.,0,original
"To quickly   evaluate this phenomenon, we trained the statistical IBM wordalignment model 4  ,1 using the GIZA++ software   for the following language pairs: ChineseEnglish, Italian English, and DutchEnglish, using the IWSLT-2006 corpus   for the first two language pairs, and the Europarl corpus   for the last one.",0,original
"The de-facto answer came during the 1990s from the research community on Statistical Machine Translation, who made use of statistical tools based on a noisy channel model originally developed for speech recognition  .",0,original
"Typically, a phrase-based SMT system includes a feature that scores phrase pairs using lexical weights   which are computed for two directions: source to target and target to source.",0,original
"Given the estimated 3% error rate of the WSJ tagging  , they argue that the difference in performance is not sufficient to establish which of the two taggers is actually better.",0,original
Default parameters were used for all experiments except for the numberofiterationsforGIZA++ .,0,original
"We implement this algorithm using the perceptron framework, as it can be easily modified for structured prediction while preserving convergence guarantees  .",0,original
McDonald et al 2007; Ivan et al 2008) proposed a structured model based on CRFs for jointly classifying the sentiment of text at varying levels of granularity,0,original
The first approaches are used for Penn Treebank   and the KAIST language resource  .,0,original
The techniques examined are Structural Correspondence Learning     and Self-training  .,0,original
"3 Length Model: Dynamic Programming Given the word fertility de nitions in IBM Models  , we can compute a probability to predict phrase length: given the candidate target phrase   eI1, and a source phrase   of length J, the model gives the estimation of P  via a dynamic programming algorithm using the source word fertilities.",0,original
"2 Overview 2.1 The word segmentation problem As statistical machine translation systems basically rely on the notion of words through their lexicon models  , they are usually capable of outputting sentences already segmented into words when they translate into languages like Chinese or Japanese.",0,original
"Such metrics have been introduced in other fields, including PARADISE   for spoken dialogue systems, BLEU   for machine translation,1 and ROUGE   for summarisation.",0,original
"Until now, we have defined BestLossk, a to be the minimum of the loss given that the kth feature is updated an optimal amount: BestLossk, amin d LogLossUpda,k,d In this section we sketch a different approach, based on results from Collins, Schapire, and Singer  , which leads to an algorithm very similar to that for ExpLoss in Figures 3 and 4.",0,original
"We combine different parametrization of   BLEU  , NIST  , and TER  , to give a total of roughly 100 features.",0,original
" , extracts uninterrupted as well as interrupted collocations  .",0,original
"it constitutes a bijection between source and target sentence positions, since the intersecting alignments are functions according to their definition in   3.",0,original
An automatic metric which uses base forms and synonyms of the words in order to correlate better to human judgements has been 1 proposed in  .,0,original
The reliability of the annotations was checked using the kappa statistic  .,0,original
"Then, we run GIZA++   on the corpus to obtain word alignments in both directions.",0,original
"Many of the previous studies of Bio-NER tasks have been based on machine learning techniques including Hidden Markov Models    , the dictionary HMM model   and Maximum Entropy Markov Models    .",0,original
"For example, the distancebased reordering model   allows a decoder to translate in non-monotonous order, under the constraint that the distance between two phrases translated consecutively does not exceed a limit known as distortion limit.",0,original
"In fact, a limitation of the experiments described in this paper is that the loglinear weights for the glass-box techniques were optimized for BLEU using Ochs algorithm  , while the linear weights for 55 black-box techniques were set heuristically.",0,original
ang and Lee   report 87.15% accuracy using a unigram-based SVM classifier combined with subjectivity detection,0,original
"Table 2: The set of tags used to mark explicit morphemes in English Tag Meaning JJR Adjective, comparative JJS Adjective, superlative NNS Noun, plural POS Possessive ending RBR Adverb, comparative RBS Adverb, superlative VB Verb, base form VBD Verb, past tense VBG Verb, gerund or present participle VBN Verb, past participle VBP Verb, non3rd person singular present VBZ Verb, 3rd person singular present Figure 2: Morpheme alignment between a Turkish and an English sentence 4 Experiments We proceeded with the following sequence of experiments:   Baseline: As a baseline system, we used a pure word-based approach and used Pharaoh Training tool  , to train on the 22,500 sentences, and decoded using Pharaoh   to obtain translations for a test set of 50 sentences.",0,original
"We use   and  for straight and inverted combinations respectively, following the ITG notation  .",0,original
hat some model structures work better than others at real NLP tasks was discussed by Johnson   and Klein and Manning  ,0,original
"The approach combines statistical and knowledge-based methods, but unlike many recent corpus-based approaches to sense disambiguation  , it takes as its starting point the assumption that senseannotated training text is not available.",0,original
Reference-based metrics such as BLEU   have rephrased this subjective task as a somewhat more objective question: how closely does the translation resemble sentences that are known to be good translations for the same source?,0,original
The ME Tagger The ME tagger is based on Ratnaparkhi  s POS tagger and is described in Curran and Clark  ,0,original
ohnson   and Gao & Johnson   assume that words are generated by a hidden Markov model and find that the resulting states strongly correlate with POS tags,0,original
A perceptron algorithm gives 97.11%  .,0,original
"4.4 Corpora We ran the three syntactic preprocessors over a total of three corpora, of varying size: the Brown corpus   and Wall Street Journal corpus  , both derived from the Penn Treebank  , and the written component of the British National Corpus  ).",0,original
"It is possible to prove that, provided the training set   is separable with margin > 0, the algorithm is assured to converge after a finite number of iterations to a model with zero training errors  .",0,original
Previous SMT systems   used a word-based translation model which assumes that a sentence can be translated into other languages by translating each word into one or more words in the target language.,0,original
"Following previous work on using global features of candidate structures to learn a ranking model  , the global   features we consider here are simple functions of the local features that capture the relationship between NP pairs.",0,original
"For our POS tagging experiments, we use 561 MEDLINE sentences   from the Penn BioIE project  , a test set previously used by Blitzer et al. .",0,original
1 Introduction The task of sentence compression   can be defined as summarizing a single sentence by removing information from it  .,0,original
"In fact, many studies that try to exploit Wikipedia as a knowledge source have recently emerged  .",0,original
Barzilay & Lee   employ Multiple Sequence Alignment   to align strings extracted from closely related news articles.,0,original
"This set of words   corresponds to the   Characterize  , Declare  , Admire  , and Judgment verbs   and hence may have particular syntactic and semantic patterning.",0,original
"However, instead of estimating the probabilities for the production rules via EM as described in  .",0,original
"To perform minimum error rate training   to tune the feature weights to maximize the systems BLEU score on development set, we used optimizeV5IBMBLEU.m  .",0,original
"Apart from the fact that we present an alternative model, our work differs from Marcu and Echihabi   in two important ways.",0,original
This may be because their system was not tuned using minimum error rate training  .,0,original
"Similar to the work of Barzilay and Lee  , who have applied paraphrase generation techniques to comparable corpora consisting of different newspaper articles about the same event, we are currently attempting to solve the data sparseness problem by extending our approach to non-parallel corpora.",0,original
Perceptron Training We optimize feature weights using a modification of averaged perceptron learning as described by Collins  ,0,original
"Inversion Transduction Grammar   is the model of Wu  , Tree-to-String is the model of Yamada and Knight  , and Tree-to-String, Clone allows the node cloning operation described above.",0,original
The probabilities of derivation decisions are modelled using the neural network approximation   to a type of dynamic Bayesian Network called an Incremental Sigmoid Belief Network    .,0,original
"A variety of synset similarity measures based on properties of WordNet itself have been proposed; nine such measures are discussed in  , including gloss-based heuristics  , information-content based measures  , and others.",0,original
Table 2 shows the results for English projective dependency trees extracted from the Penn Treebank   using the rules of Yamada and Matsumoto  .,0,original
"Instead of using a single system output as the skeleton, we employ a minimum Bayes-risk decoder to select the best single system output from the merged N-best list by minimizing the BLEU   loss.",0,original
ntroduction The automated analysis of large corpora has many useful applications  ,0,original
"Peter F. Brown, Vincent J. Della Pietra, Petere V. deSouza, Jenifer C. Lai, and Robert L. Mercer.",0,original
"When different decoder settings are applied to the same model, MERT weights   from the unprojected single pass setup are used and are kept constant across runs.",0,original
"5.4 IBM-3 Word Alignment Models Since the true distribution over alignments is not known, we used the IBM-3 statistical translation model   to approximate . This model is specified through four components: Fertility probabilities for words; Fertility probabilities for NULL; Word Translation probabilities; and Distortion probabilities.",0,original
"The second method considers the means and variance of the distance between two words, and can compute flexible collocations  .",0,original
