ID,Source,Source_Paper_ID,Context
394,DFKI,07-1014,"On the other hand, in spite of several attempts ( ) the organization of the consonant inventories lacks a satisfactory explanation."
396,DFKI,07-1027,"Table 3: Fl scores of various classifiers on NomBank SRL Our maximum entropy classifier consistently outperforms ( ), which also uses a maximum entropy classifier."
397,DFKI,07-1027,Our results outperform those reported in ( ).
398,Athar_2011,E99-1023,"Again the best result was obtained with IOB1 (F~=I =92.37) which is an imI)rovement of the best reported F,~=1 rate for this data set ((Ramshaw and Marcus, 1995): 92.03)."
399,DFKI,07-1032,"And third, we provide the first evaluation of a wide-coverage ccg parser outside of CCGbank, obtaining impressive results on DepBank and outperforming the rasp parser ( ) by over 5% overall and on the majority of dependency types."
400,DFKI,07-1032,"Briscoe et al. ( ) split the 700 sentences in DepBank into a test and development set, but the latter only consists of 140 sentences which was not enough to reliably create the transformation."
404,DFKI,07-1036,"While ( ) showed the significance of using hard constraints, our experiments show that using soft constraints is a superior option."
405,DFKI,07-1040,"Compared to the baseline from ( ), the new method improves the BLEU scores significantly."
407,IMS,P04-1055,Pustejovsky et al . ( 2002 ) use a rule-based system to extract entities in the inhibit-relation .
408,IMS,P04-1055,"When we have fully observed data and we just need to learn the mapping from features to classes (classification), a discriminative approach may be more appropriate, as shown in Ng and Jordan ( 2002 ), but has other shortcomings as discussed below ."
410,IMS,P04-3004,"While the length-based approach ( Church and Gale 1991 ) to sentence alignment produces very good results for close language pairs such as French and English at success rates well over 96 %, it does not fair as well for disparate language pairs such as English and Mandarin Chinese ."
411,IMS,P04-1052,"Subsequent work on referring expression generation has expanded the logical framework to allow reference by negation ( the dog that is not black ) and references to multiple entities ( the brown or black dogs ) ( van Deemter, 2002 ), explored different search algorithms for finding the minimal description ( e.g., Horacek ( 2003 ) and offered different representation frameworks like graph theory ( Krahmer et al., 2003 ) as alternatives to AVMs . However, all these approaches are based on very similar formalisations of the problem, and all make the following assumptions: 1. A semantic representation exists. 2. A classification scheme for attributes exists. 3. The linguistic realisations are unambiguous. 4. Attributes cannot be reference modifying"
414,IMS,P04-3009,"We conducted a similar corpus-based experiment (Callaway, 2003) with the Fuf/Surge symbolic surface realizer (Elhadad, 1991). We describe a direct comparison with HALOGEN ( Langkilde-Geary, 2002 ) using Section 23 of the TreeBank, showing that the symbolic approach improves upon the statistical system in both coverage and accuracy. We also present a longitudinal comparison of two versions of Fuf/Surge showing a significant improvement in its coverage and accuracy after new grammar and morphology rules were added. This improved version of Surge is available for use in the NLG community."
415,IMS,P04-1039,"This is an improvement of 11 % absolute over state-of-the-art bootstrapping WSD algorithm yielded by Mihalcea ( Mihalcea, 2002 ) ."
417,IMS,P04-1051,"Mellish et al . ( 1998 ) and Karamanis and Manurung ( 2002 ) present algorithms based on genetic programming, and Lapata ( 2003 ) uses a graph-based heuristic algorithm, but none of them can give any guarantees about the quality of the computed ordering ."
419,IMS,P04-1031,"The Con-Troll constraint solver ( Goetz and Meurers, 1997 ) attempted to handle complex antecedents, but used a classical interpretation of implication and no deductive phrase-structure backbone, which created a very large search space with severe non-termination problems ."
420,Athar_2011,W06-2207,"Although a rich literature covers bootstrapping methods applied to natural language problems (Yarowsky, 1995; Riloff, 1996; Collins and Singer, 1999; Yangarber et al., 2000; Yangarber, 2003; Abney, 2004) several questions remain unanswered when these methods are applied to syntactic or semantic pattern acquisition."
421,IMS,P04-1083,This normal form allows simpler algorithm descriptions than the normal forms used by Wu ( 1997 ) and Melamed ( 2003 ) .
422,IMS,P04-1010,"The classic TRAINS natural-language dialogue project ( Allen et al., 1995 ) is a plan-based system which requires a detailed model of the domain and therefore cannot be used for a wide-ranging application such as financial services ."
423,IMS,P04-1066,"However, it is not clear that AER as defined by Och and Ney ( 2003 ) is always the appropriate way to evaluate the quality of the model, since the Viterbi word alignment that AER is based on is seldom used in applications of Model 1.5. Moreover, it is notable that while the versions of Model 1 having the lowest AER have dramatically higher precision than the standard version, they also have quite a bit lower recall ."
430,IMS,P04-1068,"Nie et al. (1999) tried to automatically discover parallel Web documents. They assumed a Web page’s parents might contain the links to different versions of it and Web pages with the same content might have similar structures and lengths. Resnik (1999) addressed the issue of language identification for finding Web pages in the languages of interest. Yang et al. (2003) presented an alignment method to identify one-to-one Chinese and English title pairs based on dynamic programming. These methods often require powerful crawlers to gather sufficient Web data, as well as more network bandwidth and storage."
431,Athar_2011,W07-0714,"Although evaluated on a different test set, our method also outperforms the correlation with human scores reported in Liu and Gildea (2005)."
432,IMS,P04-1068,"Resnik (1999) addressed the issue of language identification for finding Web pages in the languages of interest. Yang et al. (2003) presented an alignment method to identify one-to-one Chinese and English title pairs based on dynamic programming. These methods often require powerful crawlers to gather sufficient Web data, as well as more network bandwidth and storage."
436,IMS,P04-1014,Our normal-form parser significantly outperforms the parser of Clark et al . ( 2002 ) and produces results at least as good as the current state-of-the-art for CCG parsing .
438,IMS,P04-1015,"For example, Johnson et al . ( 1999 ) and Riezler et al . ( 2002 ) use all parses generated by an LFG parser as input to an MRF approach given the level of ambiguity in natural language, this set can presumably become extremely large ."
440,IMS,P04-1027,"Topic-oriented multi-document summarization has already been studied in other evaluation initiatives which provide testbeds to compare alternative approaches (Over, 2003 ; Goldstein et al., 2000 ; Radev et al., 2000 ). Unfortunately, those studies have been restricted to very small summaries (around 100 words) and small document sets (10- 20 documents). These are relevant summarization tasks, but hardly representative of the Information Synthesis problem we are focusing on."
441,IMS,P04-1084,"Inversion Transduction Grammar ( ITG ) ( Wu, 1997 ) and Syntax-Directed Translation Schema ( SDTS ) ( Aho and Ullman, 1969 ) lack both of these properties ."
442,Athar_2011,D08-1050,"Judge et al (2006) produced a corpus of 4,000 questions annotated with syntactic trees, and obtained an improvement in parsing accuracy for Bikels reimplementation of the Collins parser (Collins, 1997) by training a new parser model with a combination of newspaper and question data."
443,Athar_2011,W06-3603,"Although generating training examples in advance without a working parser (Sagae & Lavie, 2005) is much faster than using inference (Collins & Roark, 2004; Henderson, 2004; Taskar et al., 2004), our training time can probably be decreased further by choosing a parsing strategy with a lower branching factor."
444,IMS,P04-1084,"Synchronous Tree Adjoining Grammar ( STAG ) ( Shieber, 1994 ) lacks the latter and allows only limited discontinuities in each tree ."
446,IMS,P04-1044,"The WITAS dialogue system with context- sensitive speech recognition showed significantly better recognition rates than a previous version of the system that used the full grammar for recognition at all times ( ( Lemon, 2004 ) reports a 11.5 % reduction in overall utterance recognition error rate ) ."
447,IMS,P04-1023,"Och and Ney ( 2003 ) is the most extensive analysis to date of how many different factors contribute towards improved alignments error rates, but the inclusion of word-alignments is not considered ."
448,IMS,P04-1020,"For instance, our coreference system mistakenly identifies an antecedent for many non-anaphoric common nouns in the absence of anaphoricity information ( Ng and Cardie, 2002a )."
449,IMS,P04-1053,"Most of approaches to the ACE RDC task involved supervised learning such as kernel methods ( Zelenko et al., 2002 ) and need richly annotated corpora which are tagged with relation instances. The biggest problem with this approach is
 that it takes a great deal of time and effort to prepare annotated corpora large enough to apply supervised learning."
451,IMS,P04-1053,"Brin proposed the bootstrapping method for relation discovery (Brin, 1998). Agichtein improved Brin’s method by adopting the constraint of using a named entity tagger (Agichtein and Gravano, 2000)."
454,Athar_2011,P06-1110,"Although generating training examples in advance without a working parser (Turian & Melamed, 2005) is much faster than using inference (Collins & Roark, 2004; Henderson, 2004; Taskar et al., 2004), our training time can probably be decreased further by choosing a parsing strategy with a lower branching factor."
456,IMS,P04-1074,"The pioneer work on Chinese temporal relation extraction was first reported by Li and Wong (Li and Wong, 2002). To discover temporal relations embedded in a sentence, they devised a set of simple rules to map the combined effects of temporal indicators, which are gathered from different grammatical categories, to their corresponding relations. However, their work did not focus on relative temporal relations"
458,IMS,P04-1061,"Unsupervised Dependency Parsing Most recent progress in unsupervised parsing has come from tree or phrase-structure grammar based models ( Clark, 2001 ; Klein and Manning, 2002 ), but there are compelling reasons to reconsider unsupervised dependency parsing ."
460,IMS,P04-1061,"In Paskin ( 2002 ), the distribution is fixed to be uniform, so the only model parameters are the conditional multinomial distributions that encode which head words take which other words as arguments ."
462,IMS,P04-1061,"As we will see, this combined model finds correct dependencies more successfully than the model above, and finds constituents more successfully than the model of Klein and Manning ( 2002 ) ."
463,IMS,P04-1061,"In Klein and Manning ( 2002 ), we reported results using unlabeled bracketing statistics which gave no credit for brackets which spanned the entire sentence ( raising the scores ) but macro-averaged over sentences ( lowering the scores ) ."
464,IMS,P04-1061,"These classes show some degradation, e.g. 72.9 F1, but it is worth noting that these totally unsupervised numbers are better than the performance of the CCM model of Klein and Manning ( 2002 ) running off of Penn treebank word classes ."
465,Athar_2011,P08-2063,"Although ITA rates and system performance both significantly improve with coarse-grained senses (Duffield et al., 2007; Navigli, 2006), the question about what level of granularity is needed remains."
466,IMS,P04-1033,"Many supervised learning algorithms have been applied to this area. These algorithms today are reasonably successful when provided with enough labeled or annotated training examples. For example, there are Naive Bayes (McCallum and Nigam, 1998), Rocchio (Lewis et al., 1996), Nearest Neighbor (kNN) (Yang et al., 2002), TCFP (Ko and Seo, 2002), and Support Vector Machine (SVM) (Joachims, 1998). However, the supervised learning approach has some difficulties."
467,IMS,P04-3008,"Compared to other approaches, c.f. ( Kaplan and Maxwell, 1996 ), the built-in WCDG parser provides a much better feedback by pinpointing possible reasons for the current grammar being unable to produce the desired parsing result ."
468,IMS,P04-1071,"One such formalism is the third level of Weirs Control Language Hierarchy ( Weir, 1992 ) which admits sets of derivation trees generated by CFGs which are filtered by a requirement that the sequences of labels on the spines occur in some particular TAL.3 The problem with this approach is that it abandons the notion of semantic coherence of the elementary structures ."
471,IMS,P04-2010,"The final system outperformed that of ( Soon et al., 2001 ), with F-scores of 69.1 and 63.4 for MUC-6 and MUC-7, respectively ."
473,IMS,P04-3024,"Our experiments show that it outperforms mutual information, which was one of the best performing methods in previous studies ( Yang and Pedersen, 1997 ) ."
475,IMS,P04-3002,"In previous alignment methods, some researchers modeled the alignments with different statistical models (Wu, 1997; Och and Ney, 2000; Cherry and Lin, 2003). Some researchers use similarity and association measures to build alignment links (Ahrenberg et al., 1998; Tufis and Barbu, 2002). However, All of these methods require a large-scale bilingual corpus for training."
476,Athar_2011,D09-1149,"Although previous work (Yarowsky, 1995; Blum and Mitchell, 1998; Abney, 2000; Zhang, 2004) has tackled the bootstrapping approach from both the theoretical and practical point of view, many key problems still remain unresolved, such as the selection of initial seed set."
477,IMS,P04-3002,"In statistical translation models (Brown et al., 1993), only one-to-one and more-to-one word alignment links can be found ."
479,IMS,P04-1001,"For example, in the unification-based approach ( Johnston 1998 ), one temporal constraint indicates that speech and gesture can be combined only when the speech either overlaps with gesture or follows the gesture within a certain time frame ."
482,IMS,P04-1037,"As can be seen from the following table, both our models clearly outperform Diab ( 2003 ), which is an improvement over Diab and Resnik ( 2002 ), in both accuracy and recall, while the Concept Model does significantly better than the Sense Model with fewer parameters ."
483,IMS,P04-1006,"While there are n-gram models that attempt to extend the left-context window through the use of caching and skip models ( Goodman, 2001 ), we believe that linguistically motivated models, such as these lexical-syntactic models, are more robust ."
485,IMS,P04-1019,"We saw before that the method for computing WordNet distance used in ( Poesio, 2003 ) did not find a path for any of the mereological BDs ; however, not trying to follow mereological links worked much better, achieving the same accuracy as Google distance ( 8/58, 13.8 % ) and finding connections for much higher percentages of concepts : no path could be found for only 10/58 of actual anchors, and for 503/1511 potential antecedents ."
487,Athar_2011,D07-1033,"Although several methods have already been proposed to incorporate non-local features (Sutton and McCallum, 2004; Bunescu and Mooney, 2004; Finkel et al., 2005; Roth and Yih, 2005; Krishnan and Manning, 2006; Nakagawa and Matsumoto, 2006), these present a problem that the types of non-local features are somewhat constrained."
488,IMS,P04-1086,"Therefore, variables used in Hidden Markov models of pitch accent prediction have been very limited, e.g. part of speech and frequency ( Pan and McKeown, 1999 ) ."
497,IMS,P04-1069,"Probabilistic LR parsing has been investigated in the literature ( Wright and Wrigley, 1991 ; Briscoe and Carroll, 1993 ; Inui et al., 2000 ) under the assumption that it would allow more fine-grained probability distributions than the underlying PCFGs . However, this is not the case in general."
498,Athar_2011,P04-3025,"Although such approaches have been employed effectively (Pang et al., 2002), there appears to remain considerable room for improvement."
499,Athar_2011,P97-1047,"Although the authors of (Brown et al., 1993) stated that they would discuss the search problem in a follow-up article, so far there have no publications devoted to the decoding issue for statistical machine translation."
500,Athar_2011,P04-1064,"Although the first three are particular cases where N=1 and/or M=1, the distinction is relevant, because most word-based translation models (eg IBM models (Brown et al., 1993)) can typically not accommodate general M-N alignments."
503,Athar_2011,W07-0715,"XXX (2006) tried a different generative phrase translation model analogous to IBM word-translation Model 3 (Brown et al., 1993), and again found that the standard model outperformed their generative model."
506,Athar_2011,I05-2042,"Although, there are various manual/automatic evaluation methods for these systems, e.g., BLEU (Papineni et al. 2002), these methods are basically incapable of dealing with an MTsystem and a w/p-MT-system at the same time, as they have different output forms."
507,Athar_2011,C94-1074,"Among the applications of collocational analysis for lexical acquisition are: the derivation of syntactic disambiguation cues (Basili et al. 1991, 1993a; Hindle and Rooths 1991,1993; Sekine 1992) (Bogges et al. 1992), sense preference (Yarowski 1992), acquisition of selectional restrictions (Basili et al. 1992b, 1993b; Utsuro et al. 1993), lexical preference in generation (Smadjia 1991), word clustering (Pereira 1993; Hindle 1990; Basili et al. 1993c), etc. In the majority of these papers, even though the (precedent or subsequent) statistical processing reduces the number of accidental associations, very large corpora (10,000,000 words) are necessary to obtain reliable data on a ""large enough"" number of words."
508,Athar_2011,W06-3111,"An alternative method (Wu, 1997) makes decisions at the end but has a high computational requirement."
509,Athar_2011,J04-4004,"In fact, if punctuation occurs before the head, it is not generated at all a deficiency in the parsing model that appears to be a holdover from the deficient punctuation handling in the model of Collins (1997)."
510,Athar_2011,P06-1055,"As one can see in Table 4, the resulting parser ranks among the best lexicalized parsers, beating those of Collins (1999) and Charniak and Johnson (2005).8 Its F1 performance is a 27% reduction in error over Matsuzaki et al."
511,Athar_2011,P04-1030,"As the tagger of Ratnaparkhi (1996) cannot tag a word lattice, we cannot back off to this tagging."
513,Athar_2011,N03-1033,"At any rate, regularized conditional loglinear models have not previously been applied to the problem of producing a high quality part-of-speech tagger: Ratnaparkhi (1996), Toutanova and Manning (2000), and Collins (2002) all present unregularized models."
514,Athar_2011,W08-1112,"XXX (2007) presented a history-based generation model to overcome some of the inappropriate independence assumptions in the basic generation model of (Cahill and van Genabith, 2006)."
515,Athar_2011,J00-1004,"At the same time, we believe our method has advantages over the approach developed initially at IBM (Brown et al. 1990; Brown et al. 1993) for training translation systems automatically."
516,Athar_2011,P04-1079,"Automatic evaluation methods such as BLEU (Papineni et al., 2002), RED (Akiba et al., 2001), or the weighted N-gram model proposed here may be more consistent in judging quality as compared to human evaluators, but human judgments remain the only criteria for metaevaluating the automatic methods."
517,Athar_2011,W06-3601,"Besides, our model, as being linguistically motivated, is also more expressive than the formally syntax-based models of Chiang (2005) and Wu (1997)."
519,Athar_2011,W05-1515,"Both Charniak (2000) and Bikel (2004) were trained using the goldstandard tags, as this produced higher accuracy on the development set than using Ratnaparkhi (1996)s tags."
520,Athar_2011,P08-1024,"Both the global models (Liang et al., 2006; Watanabe et al., 2007) use fairly small training sets, and there is no evidence that their techniques will scale to larger data sets."
525,Athar_2011,P98-2158,"(Vogel et al., 1996) report better perplexity results on the Verbmobil Corpus with their HMM based alignment model in comparison to Model 2 of (Brown et al., 1993)."
527,Athar_2011,N03-4001,"By segmenting words into morphemes, we can improve the performance of natural language systems including machine translation (Brown et al. 1993) and information retrieval (Franz, M. and McCarley, S. 2002)."
529,Athar_2011,P04-1015,"Collins (2000) and Collins and Duffy (2002) rerank the top N parses from an existing generative parser, but this kind of approach 1Dynamic programming methods (Geman and Johnson, 2002; Lafferty et al., 2001) can sometimes be used for both training and decoding, but this requires fairly strong restrictions on the features in the model."
530,Athar_2011,N07-1022,"Compared to earlier word-based methods such as IBM Models (Brown et al., 1993), phrase-based methods such as PHARAOH are much more effective in producing idiomatic translations, and are currently the best performing methods in SMT (Koehn and Monz, 2006)."
531,Athar_2011,D09-1076,"Current tree-based models that integrate linguistics and statistics, such as GHKM (Galley et al., 2004), are not able to generalize well from a single phrase pair."
534,Athar_2011,P09-1022,"Despite relying on a the same concept, our approach outperforms BE in most comparisons, and it often achieves higher correlations with human judgments than the string-matching metric ROUGE (Lin, 2004)."
535,Athar_2011,P08-2041,"Currently, most of the phrase-based statistical machine translation (PBSMT) models (Marcu and Wong, 2002; Koehn et al., 2003) adopt full matching strategy for phrase translation, which means that a phrase pair (tildewidef,tildewidee) can be used for translating a source phrase f, only if tildewidef = f. Due to lack of generalization ability, the full matching strategy has some limitations."
541,Athar_2011,W06-1318,"Ever since its introduction in general (Cohen, 1960) and in computational linguistics (Carletta, 1996), many researchers have pointed out that there are quite some problems in using (e.g. (Di Eugenio and Glass, 2004)), one of which is
 the discrepancy between p0 and κ for skewed class distribution."
542,Athar_2011,D08-1067,Experimental results indicate that our model outperforms Haghighi and Kleins (2007) coreference model by a large margin on the ACE data sets and compares favorably to a modified version of their model.
543,Athar_2011,W07-1429,"Experiments, by using 4 algorithms and through visualization techniques, revealed that clustering is a worthless effort for paraphrase corpora construction, contrary to the literature claims (Barzilay & Lee, 2003)."
546,Bordignon_2021,10.1016/j.jeap.2016.09.001,"This finding correlates closely with that of Male et al. (2009) and Evans (2010), in which working professionals indicated that reading and writing English were of high importance, but contradicts those of Kassim and Ali (2010) who reported a need to emphasize oral skills. More specifically, the productive skill of writing requires particular attention as instruction and feedback play important roles in the improvement of this skill."
547,Bordignon_2021,10.1142/S0218213012400040,"A similar framework appears in [27], [28]. We improve it by using prior knowledge, indirectly learned from the frame-level user labels."
548,Bordignon_2021,10.1093/applin/7.1.39,"A system of elements usually referred to as 'honorifics' or 'reverentials' is reported by all the grammarians of Classical Nahuatl (cf. Olmos 1547, Molina 1571a, Carochi 1645, Simeon 1885, Garibay 1970, Anderson 1973, Andrews 1975). Similar systems are reported for several modern varieties of Nahuatl (cf. Whorf 1946 for Milpa Alta in the Federal District; Pittman 1948 for Tetelcingo in Morelos; and Buchler and Freeze 1966 and Buchler 1967 for Hueyapan and Atempan in northern Puebla). None of those reports, except for Pittman's, describes the system in much details."
549,Bordignon_2021,10.1002/meet.14505001084,"A well-known example of an expert system for this task is the CONSTRUE system [Hayes et al. 1990] used by the Reuters news service. … While these are exceptionally good results, the test set seems to have been relatively sparse when compared to the number of possible topics."
550,Bordignon_2021,10.1142/S0218213012400040,"Another well-known way to produce 3D displays is holography [33]. This is an old technique that uses Fourier optics to fully display a 4D LF. However, the technique is limited by the huge amount of computation required to process the data and can only be handled by today’s supercomputers when high resolution is needed."
551,Bordignon_2021,10.1016/j.jeap.2016.09.001,"As opposed to studies in Japanese and Chinese contexts (Taguchi et al. 2009), we did not find a significant link between students' Ought-to L2 self and motivated behavior."
553,Bordignon_2021,arXiv:1704.00177,"Brill’s results demonstrate that this approach can outperform the Hidden Markov Model approaches that are frequently used for part-of-speech tagging (Jelinek, 1985; Church, 1988; DeRose, 1988; Cutting et al., 1992; Weischedel et al., 1993), as well as showing promise for other applications."
554,Bordignon_2021,10.1086/600930,"Brown's interpretation of the poem is wrongheaded and confused, but his analysis of the poem's relation to earlier sources is convincing (see Medieval Lyric and the Latin Tradition [New York, 1923])."
555,Bordignon_2021,10.1017/S1351324915000443,Chiang (2005) introduced a constituent feature to reward phrases that match a syntactic tree but did not yield significant improvement.
556,Bordignon_2021,10.1142/S0218213012400040,"Choe et al. [7] combined mesh chartification with a single-rate mesh compression technique to provide a framework for random accessible mesh compression. Kim et al. [35] introduced multiresolution random accessible mesh compression (MRAMC), where the vertex hierarchy of a multiresolution mesh is encoded in the way that supports progressive decoding of selected mesh parts. However, these techniques assume that the entire given mesh resides in the main memory both in the encoding and decoding stages, and the scalability of the approaches has not been provided."
558,Bordignon_2021,June Computer Laboratory UCAM-CL-TR-856,"Finally, we show that our contextually richer rules provide a 3.63 BLEU point increase over those of (Galley et al., 2004)."
559,Bordignon_2021,10.5555/1654595.1654612,"For the Penn Treebank, Ratnaparkhi (1996) reports an accuracy of 96.6% using the Maximum Entropy approach, our much simpler and therefore faster HMM approach delivers 96.7%."
560,Bordignon_2021,10.1002/meet.14505001084,"Hayes et al. [1990] reported a .90 “breakeven” result (see Section 7) on a subset of the Reuters test collection, a figure that outperforms even the best classifiers built in the late ’90s by state-of-the-art ML techniques. However, no other classifier has been tested on the same dataset as Construe, and it is not clear whether this was a randomly chosen or a favourable subset of the entire Reuters collection. As argued in [Yang 1999], the results above do not allow us to state that these effectiveness results may be obtained in general."
561,Bordignon_2021,10.5555/1654595.1654612,"However, Koskenniemi himself understood that his initial implementation had significant limitations in handling non-concatenative morphotactic processes."
562,Bordignon_2021,10.1073/pnas.1502280112,"However, our findings differ from those of Yan and colleagues (14), who reported MIP-2 expression (by immunohistochemical analysis) in the corneal epithelium in herpes simplex keratitis."
563,Bordignon_2021,https://ceur-ws.org/Vol-1567/paper2.pdf,"However, we and other authors (Table S2) disagree with the low percentage of anxious-type OCD in patients with GTS as observed by Shapiro and Shapiro [30]."
564,Bordignon_2021,http://hdl.handle.net/10446/150,"However, when there is no independent evidence to support separate representations – as is the case for light and heavy verbs – the modular account is on shaky ground."
565,Bordignon_2021,10.1086/600930,"In his book Hofmannsthal and His Audience (New Haven, 1946), Carter states that the first performance of the play was in 1903, but new evidence has since revealed that it actually took place ten years earlier."
566,Bordignon_2021,http://hdl.handle.net/10446/150,"In short, this experiment confirms Weist’s previous finding that children understand tense markings in the auxiliary system as conveying tense. It therefore casts doubt on the Aspect First Hypothesis to the extent it shows that children understand tense in an adultlike fashion, at least in these experimental conditions."
568,Bordignon_2021,10.1086/600930,John Duncan's view that this poem evokes an aura of mysticism is essentially wrongheaded and unfounded.
570,Bordignon_2021,10.1017/S1351324915000443,"Most works done to create English POS taggers henceforth, taggers, for example, include (Church 1988). The problem with this framework, however, is that such reliable corpora are hardly available due to a huge amount of the labor-intensive work required."
571,Bordignon_2021,https://ceur-ws.org/Vol-1567/paper2.pdf,"Note also that I disagree with Livezey and Zusi ([64]: character 1142) regarding the condition in Pelecanus, which I interpreted as possessing the plesiomorphic state (Figure 12)."
572,Bordignon_2021,10.1017/S1351324915000443,"Our approach permits an alternative to minimum error-rate training (MERT; Och, 2003)."
573,Bordignon_2021,10.1002/asi.22850,Our model is not unique in suffering from a multiplicity of equilibria; multiple equilibria exist in many signaling games as well (e.g. Spence 1973).
576,Bordignon_2021,http://hdl.handle.net/10446/150,Pressley and Afflerbach’s (1995) rubric only lists strategies that L1 readers have been shown to use. There is no indication that readers will use any particular strategy and there is no discussion about relative frequency of use; certainly none of the studies reviewed examined nonnative speakers of English.
577,Bordignon_2021,https://ceur-ws.org/Vol-1567/paper2.pdf,Results disagree with Bequet and Przeworski [3] who reported a split time of 1.4 million years and an ancestral effective size of (C.I. ).
578,Bordignon_2021,http://hdl.handle.net/10446/150,The asymmetrical substitutability of contexts of direct synonyms in the present study and of synonymous adjectives in Miller and Charles (1989) as well as contexts of adjectival direct antonyms in Charles and Miller (1989) and of antonymous noun emotions in Charles (2000) represent a contradiction to conceptual arguments of antonymy.
579,Bordignon_2021,10.1073/pnas.1502280112,"The data therefore contrast with reports that Tregs and conventional T cells are equally sensitive to (superantigen-dependent or peptide-dependent) deletion (7, 9)."
580,Bordignon_2021,10.1016/j.jeap.2016.09.001,The finding contrasts claims by researchers that learning the collocations for pairs of synonyms is an effective method of learning the differences between words (Hill 2001; Lewis 2001; Woolard 2001).
581,Bordignon_2021,10.1016/j.jeap.2016.09.001,"The findings concerning the lack of significant differences in cohesion seem to contradict the results concerning expository and argumentative genres (e.g. Connor, 1984; Leki et al., 2008; Tapper, 2005) …"
582,Bordignon_2021,10.1016/j.jeap.2016.09.001,The findings of the current study differ from those…
585,Bordignon_2021,http://hdl.handle.net/10446/150,The sluggish rate of change between the middle and far similarities and co-occurrences found in Rubenstein and Goodenough is replaced by a more dynamic rate of change or a strong linear relation between meanings and d-primes across the entire continuum.
586,Bordignon_2021,http://hdl.handle.net/10446/150,"These findings contradict the findings in the Reid (1987) study, which included Arabic, Chinese, Japanese, Korean, Malay, Spanish, Thai, and Indonesian ESL students, as well as English speakers or nine language backgrounds, but no Russian students."
587,Bordignon_2021,10.1073/pnas.1502280112,This conclusion appeared inconsistent with other experiments that indicated that H2-DM mutant animals generate strong CD4 + T cell responses when immunized with synthetic peptides (16).
588,Bordignon_2021,10.1073/pnas.1502280112,This finding stands in contrast to the negative results of a previous study that used a similar recombinant Melan-A protein to screen 100 serum samples from melanoma patients (33).
589,Bordignon_2021,http://hdl.handle.net/10446/150,"This measure of contextual similarity based on substitutability provides a better estimate of semantic similarity than does a measure of contextual similarity based on co-occurrence (Rubenstein & Goodenough, 1965)."
590,Bordignon_2021,June Computer Laboratory UCAM-CL-TR-856,"This method was shown to outperform the class based model proposed in (Brown et al., 1992)"
592,Bordignon_2021,https://ceur-ws.org/Vol-1567/paper2.pdf,We do not agree with the methodology of using a training set without MCI to select biomarkers to dfferentiate between AD and MCI [1].
593,Bordignon_2021,10.1093/applin/7.1.39,What is a role? According to one definition a role is 'a set of norms and expectations applied to the incumbent of a particular position' (3f). But much more must be said about this term if its application to the teaching situation is to be productive. First of all..
596,Pubmed_annotated_by_translators,10.1186/1745-6150-3-26,[|B33|] is however so circumstantial that even the authors of this work never claimed that XoxFJG encoded a methanol dehydrogenase.
597,Pubmed_annotated_by_translators,10.3892/ol.2017.7575,"A previous study disproved the significance of BT in melanoma cells ( |b8-ol-0-0-7575| ); however, subsequent studies have demonstrated the anticancer activity of BT in a number of types of human cancer including neuroblastoma ( |b9-ol-0-0-7575| ), colon ( |b10-ol-0-0-7575| ), breast ( |b11-ol-0-0-7575| ), hepatocellular ( |b12-ol-0-0-7575| ), lung ( |b13-ol-0-0-7575| ), prostate ( |b14-ol-0-0-7575| ), renal cell ( |b15-ol-0-0-7575| ) and ovarian ( |b16-ol-0-0-7575| )."
598,Pubmed_annotated_by_translators,10.1007/s13181-014-0402-7,"A recent egregious example is the now-withdrawn rodent study by Seralini et al [ |CR65| ] demonstrating tumors and early death in rats_a study not just published but _launched_ with a press event, book publication, and videos in three languages."
599,Pubmed_annotated_by_translators,10.1136/bmj.e2502,"A small number of retrospective case-control studies or case series have described the possible role of opium in oesophageal cancer,|ref3| |ref4| bladder cancer,|ref5| |ref6| |ref7| coronary heart disease,|ref8| |ref9| |ref10| |ref11| and a few other select health conditions.|ref12| |ref13| |ref14| There is little information from well designed prospective epidemiological studies on the effect of the use of opium on overall or cause specific mortality, partly because of relatively low opium use in most established cohort studies and the difficulty of obtaining validated data."
600,Pubmed_annotated_by_translators,10.1371/journal.pone.0118296,"A vast majority did not specify the exact age [ |pone.0118296.ref024| _ |pone.0118296.ref029|, |pone.0118296.ref033|, |pone.0118296.ref037| _ |pone.0118296.ref039|, |pone.0118296.ref041| _ |pone.0118296.ref043|, |pone.0118296.ref045|, |pone.0118296.ref046|, |pone.0118296.ref050| _ |pone.0118296.ref052|, |pone.0118296.ref058|, |pone.0118296.ref060|, |pone.0118296.ref063|, |pone.0118296.ref065|, |pone.0118296.ref069|, |pone.0118296.ref071|, |pone.0118296.ref075| ]."
601,Pubmed_annotated_by_translators,10.7150/jca.26458,"Abnormal CASC2 expression has been reported in diverse human cancers and play a role in regulating the progression of various cancers, including bladder cancer |B17|, renal cell carcinoma |B18|, esophageal carcinoma |B19| and etc Besides, plentiful studies have demonstrated that CASC2 aberrant expression is associated with prognosis of human tumors |B20| - |B30|. However, a large proportion of individual studies are so confined in discrete and inconsonant outcome as well as small sample size."
